ID,back_translated_DATA,LABEL,back_translated_DATA_tamil
MAL_HUAI_TR_040,In the paise water given to summarize.It's all.Along Don't mean to boil with Android Smoh ...,HUMAN,സംഗ്രഹിക്കാനുള്ള പൈസ വെള്ളത്തിൽ. ഇതെല്ലാം. Android സ്മോക്കൊപ്പം തിളപ്പിക്കാൻ അർത്ഥമാക്കുന്നില്ല ...
MAL_HUAI_TR_041,"Although there is a lot of build quality, the build quality is not so enough, that is what India stands in front of the Chinese brands",HUMAN,"ധാരാളം ബിൽഡ് ഗുണനിലവാരമുള്ളെങ്കിലും, ബിൽഡ് നിലവാരം പര്യാപ്തമല്ലെങ്കിലും, അതാണ് ചൈന ചൈനീസ് ബ്രാൻഡുകൾക്ക് മുന്നിൽ നിൽക്കുന്നത്"
MAL_HUAI_TR_042,In the Apple 1 Year 1 Ire Augno Battery Service,HUMAN,ആപ്പിൾ 1 വർഷം 1 ഐയർ ആഗ്നോ ബാറ്ററി സേവനം
MAL_HUAI_TR_043,A ft is thought to think that the earlier is inside the earphone,HUMAN,നേരത്തെ ഇയർഫോണിനുള്ളിലാണെന്ന് കരുതുക
MAL_HUAI_TR_044,This Primes will get Moto Edge 50 fusion and without blockvares,HUMAN,ഈ പ്രൈമുകൾ 50 ഫ്യൂഷനും തടവുകളും ലഭിക്കില്ല
MAL_HUAI_TR_045,This is the promotion or good company a good company.If the butt is promotion you have the chance,HUMAN,ഇതാണ് പ്രമോഷനോ നല്ല കമ്പനിയോ ഉള്ള ഒരു നല്ല കമ്പനി. ബട്ട് പ്രമോഷനാണ് നിങ്ങൾക്ക് അവസരം ലഭിക്കുക
MAL_HUAI_TR_046,"Happy Even if the price of Lava fire is not reduced to the price of a Indian brand, the price does not agree with the price, the pride charger does not have the charge charger before catching the clutch",HUMAN,"ലാവ തീയുടെ വില ഒരു ഇന്ത്യൻ ബ്രാൻഡിന്റെ വിലയെ കുറയുന്നില്ലെങ്കിൽ പോലും, വില വിലയുമായി യോജിക്കുന്നില്ല, ക്ലച്ച് പിടിക്കുന്നതിന് മുമ്പ് പ്രൈഡ് ചാർജറിന് ചാർജ് ചാർജർ ഇല്ല"
MAL_HUAI_TR_047,The adapter does not have an adapter on the current single phone .... Samsung is not coming from Chinese phones ...,HUMAN,അഡാപ്റ്ററിന് നിലവിലെ സിംഗിൾ ഫോണിൽ ഒരു അഡാപ്റ്റർ ഇല്ല .... സാംസങ് ചൈനീസ് ഫോണുകളിൽ നിന്ന് വരുന്നില്ല ...
MAL_HUAI_TR_048,It is the lens of Soni and Samsung,HUMAN,ഇത് സോണിയുടെയും സാംസങ്ങിന്റെയും ലെൻസ് ആണ്
MAL_HUAI_TR_049,"In short, it is",HUMAN,"ചുരുക്കത്തിൽ, അത്"
MAL_HUAI_TR_050,I am very happy is the mostly happy to be a different dedermans 8200 Altemans is the best of the level of an infinics GT 20 Pro,HUMAN,"മറ്റൊരു ധ്കർത ആകുന്നത് ഞാൻ വളരെ സന്തുഷ്ടനാണ്, 8200 അൽപ്പം അൾട്ട്മാനുകൾ ഒരു ഇൻഫിനിക്സ് ജിടി 20 പ്രോയുടെ ഏറ്റവും മികച്ചതാണ്"
MAL_HUAI_TR_051,The phone will be below 300 to use in the Low Network coverage area,HUMAN,കുറഞ്ഞ നെറ്റ്വർക്ക് കവറേജ് ഏരിയയിൽ ഉപയോഗിക്കാൻ ഫോൺ 300 ന് താഴെയായിരിക്കും
MAL_HUAI_TR_052,Did not know that he went for 2 hours.Family can take the tick ticket and do not need to rotate the forehead.,HUMAN,അദ്ദേഹം 2 മണിക്കൂർ പോയി എന്ന് അറിയില്ല. പുകവലിക്കാമെന്നും നെറ്റി തിരിക്കാൻ ആവശ്യമില്ല.
MAL_HUAI_TR_053,It 's a good picture that can not be watched by everything and a time,HUMAN,എല്ലാം ഒരു സമയവും കാണാൻ കഴിയാത്ത ഒരു നല്ല ചിത്രമാണ്
MAL_HUAI_TR_054,Naslism is not the first captain of Naslism.It is the one who is it,HUMAN,നസ്ലിസം എന്ന ആദ്യത്തെ ക്യാപ്റ്റനല്ലെന്ന് നസ്ലിസം. ഇത് ഏതാണ്
MAL_HUAI_TR_055,Like frightened .....,HUMAN,പേടിച്ചതുപോലെ .....
MAL_HUAI_TR_056,The average movie is only seeing a short film film,HUMAN,ശരാശരി സിനിമ ഒരു ഹ്രസ്വചിത്രം മാത്രമാണ് കാണുന്നത്
MAL_HUAI_TR_057,There is no definition of screenplay.,HUMAN,തിരക്കഥയുടെ നിർവചനം ഇല്ല.
MAL_HUAI_TR_058,Nishad,HUMAN,നിഷാദ്
MAL_HUAI_TR_059,"Manishad Brillies, which made the field out of the field, and again",HUMAN,"മണിഷാദ് ബ്ലില്ലായസ്, അത് വയലിൽ നിന്ന് മാലിന്യാക്കി, വീണ്ടും"
MAL_HUAI_TR_060,Tickets will only be stopped by bids the hydrauli,HUMAN,ഹൈഡ്രോലി ബിഡ്ഡുകൾ മാത്രമേ നിർത്തുകയുള്ളൂ
MAL_HUAI_TR_061,"When it is expected to see the free ticket in Ramya yesterday, Deepty Ticketes Code and Song ran out nothing again",HUMAN,"ഇന്നലെ രമ്യയിലെ സ ticket ജന്യ ടിക്കറ്റ് കാണുന്നത്, ഡീപ്റ്റി ടിക്കറ്റുകൾ കോഡും പാട്ടും വീണ്ടും ഒന്നും ഒന്നുമില്ല"
MAL_HUAI_TR_062,This time no one has seen a 20 crore white white.,HUMAN,ഇത്തവണ ആരും 20 കോടി വെളുത്ത വെളുത്തതായി കണ്ടിട്ടില്ല.
MAL_HUAI_TR_063,Lucky baskers have been watching a Ponnao Ajangi Padhakadi Kutilion,HUMAN,ലക്കി ബസാലറുകൾ ഒരു പൊന്നൊ അജാംഗി പദകാടി കുട്ടിലിയോൺ കാണുന്നു
MAL_HUAI_TR_064,The Shine Tom Chacko Fan is the Manjeri Ladder from the Indian Mall two times a day.The silver can sometimes flop.But this quarter should go to 4 times and see the Shine Tom Chacko,HUMAN,ഒരു ദിവസം രണ്ട് തവണ ഇന്ത്യൻ മാളിൽ നിന്ന് രണ്ട് തവണ മഞ്ജേരി ഗോവണിയാണ് ഷൈൻ ടോം ചാക്കോ ഫാൻ.
MAL_HUAI_TR_065,See the rest of the movie to tell the film that the dance of Dilsh is demolished,HUMAN,ദിൽഷിന്റെ നൃത്തം പൊളിച്ചുവെന്ന് ചിത്രത്തിൽ പറയാൻ ബാക്കി സിനിമ കാണുക
MAL_HUAI_TR_066,"The Cash is noted in Malayalam cinema, not to quote Malayalam cinema.There is good evening money and it should be made to whine it.No one is going to suicide or leaving the field like the money was said to go.",HUMAN,"മലയാള സിനിമയിൽ പണം രേഖപ്പെടുത്തിയിട്ടുണ്ട്, മലയാള സിനിമ ഉദ്ധരിക്കരുത്. നല്ല സായാഹ്നവും അത് ആത്മഹത്യയുമാണ് പോകുന്നതെന്ന്, പണം പോകാമെന്ന് പറയാതെ വയലിലേക്ക് പോകണം."
MAL_HUAI_TR_067,"In one word, the next 300 billion ranges",HUMAN,"ഒരു വാക്കിൽ, അടുത്ത 300 ബില്യൺ ശ്രേണികൾ"
MAL_HUAI_TR_068,I can't be able to see it alone.,HUMAN,എനിക്ക് അത് ഒറ്റയ്ക്ക് കാണാൻ കഴിയില്ല.
MAL_HUAI_TR_069,What a lot.,HUMAN,എന്തൊരുപാട്.
MAL_HUAI_TR_070,It seems that the Muhabati was not found.The good house was,HUMAN,മുഹുബതി കണ്ടെത്തിയില്ലെന്ന് തോന്നുന്നു. നല്ല വീട്
MAL_HUAI_TR_071,Who watches on the theater,HUMAN,തിയേറ്ററിൽ ആരാണ് നിരീക്ഷിക്കുന്നത്
MAL_HUAI_TR_072,Sony TV.Super is SuperThe display.R,HUMAN,സോണി ടിവി.സുപ്പർ സൂപ്പർസ്റ്റോ ആണ്
MAL_HUAI_TR_073,"This teev bought the display line in 1 kills, 4 Kollam and then went to the end of the DISPLIKE",HUMAN,"ഈ ടീവ് 1 കൊലപാതകത്തിൽ ഡിസ്പ്ലേ ലൈൻ വാങ്ങി, 4 കൊല്ലം എന്നിട്ട് അദൃശ്യത്തിന്റെ അവസാനത്തിൽ പോയി"
MAL_HUAI_TR_074,The Maruti's train is in the case of Lock of Looks is Froserxy.,HUMAN,മാരുതിയുടെ ട്രെയിൻ കാഴ്ചകളുടെ പൂട്ടിന്റെ ഫലത്തിലാണ് ഫ്രോസെറാണ്.
MAL_HUAI_TR_075,"Front Grill Christ Crysta, Head Lite Odi, the Interior Surner's own Etiga, the whole ...",HUMAN,"ഫ്രണ്ട് ഗ്രിൽ ക്രിസ്റ്റ് ക്രിസ്റ്റ, ഹെഡ്ലൈറ്റ് ഓഫ്, ഇന്റീരിയർ സണ്ണേഴ്സ് സ്വന്തം ഇറ്റിഗ, മുഴുവൻ ..."
MAL_HUAI_TR_076,I was a beautiful heart ..,HUMAN,ഞാൻ ഒരു മനോഹരമായ ഹൃദയമായിരുന്നു ..
MAL_HUAI_TR_077,That wheel size also accompanied a dust is a good look and a 16-inch.,HUMAN,ആ ചക്ര വലുപ്പവും ഒരു പൊടിയോടൊപ്പം ഒരു നല്ല രൂപവും 16 ഇഞ്ച്.
MAL_HUAI_TR_078,Superb ...... no longer the road dizzairs,HUMAN,സൂപ്പർബ് ...... ഇനി റോഡ് ഡിസയർ ഇല്ല
MAL_HUAI_TR_079,The singer is a good design from Maruti.It's well,HUMAN,മാരുതിയിൽ നിന്നുള്ള നല്ല രൂപകൽപ്പനയാണ് ഗായകൻ.
MAL_HUAI_TR_080,I like it is especially sotton the Sunroof,HUMAN,"ഞാൻ ഇഷ്ടപ്പെടുന്നു, പ്രത്യേകിച്ച് സൺറൂഫ്"
MAL_HUAI_TR_081,"Very nice design than other trains.With the Cricks like a very dirty Saine, a successful carriages were successful when he began to get raid to Yamaha's vessel",HUMAN,"മറ്റ് ട്രെയിനുകളേക്കാളും വളരെ നല്ല രൂപകൽപ്പന. ക്രിക്കസ് വളരെ വൃത്തികെട്ട സൈനെപ്പോലെയാണ്, യമഹയുടെ പാത്രത്തിൽ റെയ്ഡ് നേടാൻ തുടങ്ങിയപ്പോൾ ഒരു വണ്ടി വിജയിച്ചു"
MAL_HUAI_TR_082,"The France Test video was a good stable, which is located at all trains, which is around the airbag.This is the potential to get the argument that the platform is bad",HUMAN,"ഫ്രാൻസ് ടെസ്റ്റ് വീഡിയോ ഒരു നല്ല സ്ഥിരതയായിരുന്നു, അത് എല്ലാ ട്രെയിനുകളിലും സ്ഥിതിചെയ്യുന്നു, ഇത് പ്ലാറ്റ്ഫോം മോശമാണെന്ന് വാദം നേടാനുള്ള കഴിവുണ്ട്"
MAL_HUAI_TR_083,I have enhanced Maruti Veget Mandi and Build Quality in the use of Braza and Bill Quality The remaining Super,HUMAN,ഞാൻ ബ്രസയുടെയും ബിൽ ഗുണനിലവാരമുള്ള ബ്രസയുടെയും ഉപയോഗത്തിൽ മാരുതി വെറും മണ്ഡിയും ഗുണനിലവാരവും വർദ്ധിപ്പിച്ചു
MAL_HUAI_TR_084,All walks of Maruti's trains are now the same color pattern.Like tata's new colors are not trying anything.,HUMAN,മാരുതിയുടെ ട്രെയിനുകളുടെ എല്ലാ നടത്തങ്ങളും ഇപ്പോൾ ഒരേ വർണ്ണ പാറ്റേൺ ആണ്. ടാറ്റയുടെ പുതിയ നിറങ്ങൾ ഒന്നും ശ്രമിക്കുന്നില്ല.
MAL_HUAI_TR_085,Audd Front Look then we bought the Angse's design as a whole of 2017,HUMAN,"ഓഡിഡ് ഫ്രണ്ട് ലുക്ക്, തുടർന്ന് ഞങ്ങൾ ആഗ്നെസ് ഡിസൈൻ 2017 മൊത്തത്തിൽ വാങ്ങി"
MAL_HUAI_TR_086,The side was a few strain lines with the side,HUMAN,വശം വശത്തുള്ള കുറച്ച് സമ്മർദ്ദങ്ങൾ
MAL_HUAI_TR_087,Are Maruti's designs to Hyundai,HUMAN,മാരുതിയുടെ ഹ്യുണ്ടായിയുടെ ഡിസൈനുകൾ
MAL_HUAI_TR_088,So the plenty of them saw a 5 star ..... Tataly bye,HUMAN,അതിനാൽ അവയിൽ ധാരാളം പേർ 5 നക്ഷത്രം കണ്ടു ..... ടാറ്റാലി ബൈ
MAL_HUAI_TR_089,Acer risigned by Odi Design Suzuki has climbed to the team,HUMAN,ഏകദിന രൂപകൽപ്പനയിൽ സുസുക്കി ടീമിൽ കയറി
MAL_HUAI_TR_090,People who want to buy Maruti car to buy 3 cylinder and go before Ballenna and buy it.,HUMAN,"3 സിലിണ്ടർ വാങ്ങാൻ മാരുതി കാർ വാങ്ങാൻ ആഗ്രഹിക്കുന്ന ആളുകൾ, പന്തെന്നയ്ക്ക് മുമ്പ് പോയി അത് വാങ്ങുക."
MAL_HUAI_TR_091,All good but it is very difficult to get out of the inside,HUMAN,എല്ലാം നല്ലത് എന്നാൽ അകത്ത് നിന്ന് പുറത്തുകടക്കുന്നത് വളരെ ബുദ്ധിമുട്ടാണ്
MAL_HUAI_TR_092,The steering columns of the Customer's Steering Colorying is not the only carved carved in the pit,HUMAN,ഉപഭോക്താവിന്റെ സ്റ്റിയറിംഗ് കോശനിംഗിന്റെ സ്റ്റിയറിംഗ് നിരകൾ കുഴിയിൽ കൊത്തിയെടുത്തത് മാത്രമല്ല
MAL_HUAI_TR_093,"The Maruti's car will be selling more in the segment, even if there is a positive but sells more than the segment",HUMAN,പോസിറ്റീവ് ഉണ്ടെങ്കിലും സെഗ്മെന്റിനേക്കാൾ കൂടുതൽ വിൽക്കുന്നതാണെങ്കിലും മാരുതിയുടെ കാർ വിഭാഗത്തിൽ കൂടുതൽ വിൽക്കും
MAL_HUAI_TR_094,To see the model in the car to run,HUMAN,പ്രവർത്തിക്കാൻ കാറിലെ മോഡൽ കാണാൻ
MAL_HUAI_TR_095,Do not have a landstill when buying a few level with Diki,HUMAN,ഡിക്കി ഉപയോഗിച്ച് കുറച്ച് ലെവൽ വാങ്ങുമ്പോൾ ഒരു ലാൻഡ്സ്റ്റിൽ ഇല്ല
MAL_HUAI_TR_096,The oldest senior is also struck the role in the role of the new Desaya Rinn ...,HUMAN,പുതിയ ദേശിയാ റിന്നിന്റെ വേഷത്തിൽ ഏറ്റവും പഴക്കം ചെന്ന സീനിയർ ...
MAL_HUAI_TR_097,The interior was to be the chain of the interior,HUMAN,ഇന്റീരിയർ ഇന്റീരിയറിന്റെ ചങ്ങലയായിരിക്കണം
MAL_HUAI_TR_098,Teocaa Innova Christ stole the grill of the Innova Christ.,HUMAN,ടീക ഇന്നോവ ക്രിസ്തു ഇന്നോവ ക്രിസ്തുവിന്റെ ഗ്രിൽ മോഷ്ടിച്ചു.
MAL_HUAI_TR_099,Model I don't like the head light only good,HUMAN,മോഡൽ എനിക്ക് തല വെളിച്ചം ഇഷ്ടപ്പെടുന്നില്ല
MAL_HUAI_TR_100,Petroolvante is not in the milej,HUMAN,Petroolvante മൈലിജിൽ ഇല്ല
MAL_HUAI_TR_101,Kidney Grille .. Tiger Nos Grill ... How to say:,HUMAN,വൃക്ക ഗ്രോൾ .. ടൈഗർ നോസ് ഗ്രിൽ ... എങ്ങനെ പറയും:
MAL_HUAI_TR_102,"If you want the Back disk to see the Back disk, or does the understanding of it?",HUMAN,"ബാക്ക് ഡിസ്ക് കാണാനായി ബാക്ക് ഡിസ്ക് വേണമെങ്കിൽ, അല്ലെങ്കിൽ അതിന്റെ ധാരണയാണോ?"
MAL_HUAI_TR_103,"Is a good bike.This is also the headlight power, and the DRL is nice.Engine Smooth and that Songu",HUMAN,"ഒരു നല്ല ബൈക്ക് ആണ്. ഇതും ഹെഡ്ലൈറ്റ് ശക്തിയാണ്, ഡിആർഎൽ നല്ലതാണ് .ൻകിൻ മിനുസമാർന്നതും ആ ടൂണായിരിക്കുന്നതുമാണ്"
MAL_HUAI_TR_104,Polly cart I lifted the handle,HUMAN,പോളി കാർട്ട് ഞാൻ ഹാൻഡിൽ ഉയർത്തി
MAL_HUAI_TR_105,Nearly someone who is watching in the theater is never condemned,HUMAN,തിയേറ്ററിൽ കാണുന്ന ഏതാണ്ട് ഒരിക്കലും അപലപിക്കപ്പെടുന്നില്ല
MAL_HUAI_TR_106,Super movie to see as a lagrave with a lag,HUMAN,ഒരു ലാഗ് ഉപയോഗിച്ച് ലഗ്രാവ് ആയി കാണാൻ സൂപ്പർ മൂവി
MAL_HUAI_TR_107,"So so that the people who go down to Josts, not a fire, but the people who go down to the movie.",HUMAN,"അതിനാൽ, ചിലന്തിലേക്കു ഇറങ്ങുന്ന ജനം, തീയിൽ ഇറങ്ങുന്ന ജനതയും."
MAL_HUAI_TR_108,"What is wrong ... ??Through Action Action and Thrille have laughs at lying, there is a good story line and the strong villain's character, has a good idea, and the macking is good for the characters.",HUMAN,എന്താണ് കുഴപ്പം ...?
MAL_HUAI_TR_109,Police Station Fight + Chase + Last Fight Good ...,HUMAN,പോലീസ് സ്റ്റേഷൻ പോരാട്ടം + ചേസ് + അവസാനം പോരാട്ടം നല്ലത് ...
MAL_HUAI_TR_110,This film will win the people who succumb to people,HUMAN,ഈ ചിത്രം ആളുകൾക്ക് കീഴടങ്ങുന്ന ആളുകളെ വിജയിക്കും
MAL_HUAI_TR_111,"The treacherous cinema, enjoying two and a half hours, and the Common Cinema need a movie like this.",HUMAN,"വഞ്ചകൻ സിനിമ, രണ്ടര മണിക്കൂർ ആസ്വദിച്ച്, സാധാരണ സിനിമയ്ക്ക് ഇതുപോലുള്ള ഒരു സിനിമ ആവശ്യമാണ്."
MAL_HUAI_TR_112,This is not the case taken for award.Theater Experience is also known.The experience of relaxting the people who are in the tension.This is a success in that guest,HUMAN,അവാർഡിന് ഇത് എടുത്ത കാര്യമല്ല. അനുഭവപരിചയവും അറിയാം. പിരിമുറുക്കത്തിലുള്ള ആളുകളെ വിശ്രമിക്കുന്നതിന്റെ അനുഭവം .ഇത് ഒരു വിജയമാണ്
MAL_HUAI_TR_113,"But the trailer liked, and saw five times.So the release of the release is seen.Last half an hour as it says in this review.",HUMAN,"എന്നാൽ ട്രെയിലർ ഇഷ്ടപ്പെട്ടു, അഞ്ച് തവണ കണ്ടു. അതിനാൽ റിലീസ് റിലീസ് കാണപ്പെടുന്നു. ഈ അവലോകനത്തിൽ പറയുന്നതുപോലെ അരമണിക്കൂർ."
MAL_HUAI_TR_114,Turbo is a super movie that is a second without a second,HUMAN,രണ്ടാമത്തേത് ഇല്ലാതെ രണ്ടാമത്തേത് സൂപ്പർ സിനിമയാണ് ടർബോ
MAL_HUAI_TR_115,The vehicle also has a pellang nickname named MG's autorickshaw,HUMAN,എംജിയുടെ ഓട്ടോറിക്ഷ എന്ന പേല്ലാംഗ് വിളിപ്പേരും വാഹനത്തിന് ഉണ്ട്
